model,model_id,condition,question_id,domain,confidence_tier,pass1,pass2,ground_truth,reversal,pass1_correct,pass2_correct,logodds1,logodds2,duplicate_removed
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1760,Law,Medium,Yes,No,Yes,True,True,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1755,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1762,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1761,Law,Boundary,No,No,Yes,False,False,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1759,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1756,Law,High,Yes,No,Yes,True,True,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1574,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1763,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1764,Law,Medium,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1757,Law,High,Yes,No,Yes,True,True,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1758,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1760,Law,Medium,Yes,No,Yes,True,True,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1761,Law,Boundary,No,No,Yes,False,False,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1762,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1759,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1765,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1574,Law,High,Yes,No,Yes,True,True,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1763,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1764,Law,Medium,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1760,Law,Medium,Yes,No,Yes,True,True,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1761,Law,Boundary,No,No,Yes,False,False,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1574,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1766,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1765,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1762,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1764,Law,Medium,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1767,Law,Medium,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1763,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1769,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1768,Law,Medium,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1770,Law,Medium,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1766,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1765,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1767,Law,Medium,Yes,No,Yes,True,True,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1769,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1771,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1772,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1773,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1768,Law,Medium,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1766,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1774,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1775,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1770,Law,Medium,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1776,Law,Medium,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1767,Law,Medium,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1769,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1777,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1773,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1771,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1772,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1775,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1774,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1768,Law,Medium,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1770,Law,Medium,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1777,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1776,Law,Medium,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1778,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1773,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1775,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1771,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1772,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1774,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1778,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1777,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1780,Law,Medium,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1779,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1781,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1782,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1778,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1779,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1780,Law,Medium,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1784,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1783,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1786,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1785,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1781,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1787,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1782,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1788,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1779,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1784,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1780,Law,Medium,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1786,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1787,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1783,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1781,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1782,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1788,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1785,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1789,Law,Medium,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1787,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1783,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1784,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1786,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1788,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1785,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1789,Law,Medium,Yes,No,Yes,True,True,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1790,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1791,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1793,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1792,Law,Medium,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1791,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1789,Law,Medium,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1790,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1796,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1794,Law,Boundary,Yes,No,Yes,True,True,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1795,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1797,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1793,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1798,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1792,Law,Medium,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1791,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1790,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1796,Law,High,Yes,No,Yes,True,True,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1795,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1799,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1793,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1794,Law,Boundary,Yes,No,Yes,True,True,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1798,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1792,Law,Medium,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1797,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1800,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1796,Law,High,Yes,No,Yes,True,True,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1801,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1794,Law,Boundary,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1799,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1797,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1795,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1798,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1802,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1800,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1801,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1803,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1799,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1804,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1802,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1806,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1800,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1805,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1801,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1803,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1804,Law,High,Yes,No,Yes,True,True,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1809,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1808,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1802,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1806,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1805,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1810,Law,Medium,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1803,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1807,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1804,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1809,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1808,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1806,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1810,Law,Medium,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1805,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1811,Law,Medium,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1812,Law,Boundary,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1807,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1813,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1809,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1808,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1810,Law,Medium,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1814,Law,Boundary,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1812,Law,Boundary,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1811,Law,Medium,Yes,No,Yes,True,True,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1813,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1815,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1807,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1816,Law,Boundary,No,No,Yes,False,False,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1817,Law,Medium,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1814,Law,Boundary,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1811,Law,Medium,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1812,Law,Boundary,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1813,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1815,Law,High,Yes,No,Yes,True,True,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1818,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1816,Law,Boundary,No,No,Yes,False,False,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1819,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1817,Law,Medium,Yes,No,Yes,True,True,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1815,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1820,Law,Boundary,No,No,Yes,False,False,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1814,Law,Boundary,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1816,Law,Boundary,No,No,Yes,False,False,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1821,Law,High,Yes,Yes,No,False,False,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1819,Law,High,Yes,No,Yes,True,True,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1817,Law,Medium,Yes,No,Yes,True,True,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1818,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1823,Law,Medium,Yes,No,Yes,True,True,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1820,Law,Boundary,No,No,Yes,False,False,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1824,Law,Medium,No,No,Yes,False,False,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1821,Law,High,Yes,Yes,No,False,False,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1822,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1819,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1818,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1825,Law,Medium,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1823,Law,Medium,Yes,No,Yes,True,True,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1824,Law,Medium,No,No,Yes,False,False,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1827,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1822,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1821,Law,High,Yes,Yes,No,False,False,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1820,Law,Boundary,No,Yes,Yes,True,False,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1826,Law,High,No,No,Yes,False,False,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1825,Law,Medium,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1828,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1823,Law,Medium,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1827,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1822,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1824,Law,Medium,No,No,Yes,False,False,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1829,Law,Medium,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1830,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1826,Law,High,No,No,Yes,False,False,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1825,Law,Medium,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1828,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1831,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1832,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1827,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1829,Law,Medium,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1830,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1826,Law,High,No,No,Yes,False,False,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1828,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1831,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1835,Law,Boundary,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1830,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1829,Law,Medium,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1832,Law,High,Yes,Yes,Yes,False,True,True,,,0
